DATE,DGS1
2010-09-01,0.25666666666666666667
2010-10-01,0.22800000000000000000
2010-11-01,0.25200000000000000000
2010-12-01,0.29409090909090909091
2011-01-01,0.27350000000000000000
2011-02-01,0.28631578947368421053
2011-03-01,0.25913043478260869565
2011-04-01,0.24650000000000000000
2011-05-01,0.18809523809523809524
2011-06-01,0.18090909090909090909
2011-07-01,0.18500000000000000000
2011-08-01,0.11478260869565217391
2011-09-01,0.10476190476190476190
2011-10-01,0.11450000000000000000
2011-11-01,0.11200000000000000000
2011-12-01,0.11523809523809523810
2012-01-01,0.11500000000000000000
2012-02-01,0.16100000000000000000
2012-03-01,0.19000000000000000000
2012-04-01,0.18333333333333333333
2012-05-01,0.19181818181818181818
2012-06-01,0.18904761904761904762
2012-07-01,0.18571428571428571429
2012-08-01,0.18347826086956521739
2012-09-01,0.17578947368421052632
2012-10-01,0.17952380952380952381
2012-11-01,0.17850000000000000000
2012-12-01,0.15850000000000000000
2013-01-01,0.14523809523809523810
2013-02-01,0.15736842105263157895
2013-03-01,0.14750000000000000000
2013-04-01,0.12454545454545454545
2013-05-01,0.11863636363636363636
2013-06-01,0.14200000000000000000
2013-07-01,0.12181818181818181818
2013-08-01,0.12681818181818181818
2013-09-01,0.11850000000000000000
2013-10-01,0.12136363636363636364
2013-11-01,0.12157894736842105263
2013-12-01,0.13285714285714285714
2014-01-01,0.11619047619047619048
2014-02-01,0.11684210526315789474
2014-03-01,0.12809523809523809524
2014-04-01,0.10761904761904761905
2014-05-01,0.09666666666666666667
2014-06-01,0.10476190476190476190
2014-07-01,0.11136363636363636364
2014-08-01,0.10714285714285714286
2014-09-01,0.10952380952380952381
2014-10-01,0.10454545454545454545
2014-11-01,0.13444444444444444444
2014-12-01,0.21454545454545454545
2015-01-01,0.19550000000000000000
2015-02-01,0.22421052631578947368
2015-03-01,0.25363636363636363636
2015-04-01,0.23363636363636363636
2015-05-01,0.24100000000000000000
2015-06-01,0.27545454545454545455
2015-07-01,0.29681818181818181818
2015-08-01,0.37571428571428571429
2015-09-01,0.37333333333333333333
2015-10-01,0.26333333333333333333
2015-11-01,0.47684210526315789474
